degree distribution (probability density function of the degree in logarithmic bins) 
6	0.026053
7	0.396198
8	0.217705
9	0.12641
10	0.0878793
11	0.115266
12	0.0685914
13	0.0709306
14	0.0342636
15	0.0451585

degree distribution (degree-occurrences) 
6	0.015
7	0.25
8	0.165
9	0.105
10	0.08
11	0.115
12	0.075
13	0.085
14	0.045
15	0.065


--------------------------------------
community distribution (size-occurrences)
10	0.0714286
11	0.142857
12	0.142857
15	0.285714
16	0.142857
17	0.142857
18	0.0714286


--------------------------------------
mixing parameter
0	0.99
0.111111	0.005
0.142857	0.005

--------------------------------------
