1	57
1	82
1	104
1	127
1	166
1	168
1	171
2	35
2	52
2	59
2	63
2	64
2	70
2	84
3	40
3	57
3	96
3	109
3	127
3	166
3	171
4	105
4	114
4	139
4	162
4	172
4	177
4	186
5	11
5	30
5	85
5	93
5	101
5	119
5	121
6	90
6	95
6	141
6	144
6	160
6	175
7	19
7	118
7	136
7	167
7	189
7	199
7	200
8	131
8	136
8	158
8	167
8	189
8	199
8	200
9	18
9	66
9	72
9	80
9	91
9	97
9	98
10	82
10	96
10	104
10	127
10	166
10	168
10	171
11	5
11	30
11	41
11	73
11	85
11	119
11	121
12	36
12	83
12	100
12	124
12	126
12	129
12	135
13	43
13	146
13	154
13	157
13	164
13	184
13	185
14	22
14	92
14	165
14	170
14	192
14	196
14	197
15	50
15	75
15	79
15	120
15	130
15	133
15	143
16	35
16	47
16	51
16	59
16	63
16	64
16	84
17	56
17	107
17	180
17	188
17	191
17	193
17	195
18	9
18	24
18	65
18	72
18	91
18	97
18	98
19	7
19	158
19	167
19	178
19	189
19	199
19	200
20	32
20	137
20	147
20	155
20	172
20	177
20	186
21	149
21	180
21	187
21	190
21	191
21	193
21	195
22	14
22	123
22	153
22	170
22	179
22	192
22	197
23	45
23	69
23	75
23	120
23	130
23	133
23	143
24	18
24	65
24	66
24	80
24	91
24	97
24	98
25	28
25	138
25	163
25	173
25	176
25	182
25	183
26	73
26	85
26	93
26	101
26	119
26	121
27	92
27	128
27	151
27	179
27	192
27	196
27	197
28	25
28	163
28	173
28	176
28	182
28	183
29	108
29	116
29	159
29	169
29	181
29	194
29	198
30	5
30	11
30	73
30	93
30	101
30	119
30	121
31	132
31	148
31	163
31	173
31	176
31	182
31	183
32	20
32	105
32	114
32	122
32	155
32	162
32	177
33	88
33	112
33	167
33	178
33	189
33	199
33	200
34	110
34	138
34	148
34	173
34	176
34	182
34	183
35	2
35	16
35	59
35	63
35	64
35	70
35	84
36	12
36	44
36	83
36	124
36	126
36	129
36	135
37	113
37	142
37	154
37	161
37	164
37	184
37	185
38	45
38	69
38	75
38	120
38	130
38	133
38	143
39	110
39	132
39	148
39	163
39	176
39	182
39	183
40	3
40	96
40	104
40	107
40	166
40	168
40	171
41	11
41	73
41	85
41	93
41	101
41	119
41	121
42	114
42	137
42	139
42	155
42	162
42	172
42	186
43	13
43	111
43	113
43	161
43	164
43	184
43	185
44	36
44	81
44	86
44	124
44	126
44	129
44	135
45	23
45	38
45	69
45	79
45	130
45	133
45	143
46	61
46	105
46	137
46	139
46	147
46	162
46	186
47	16
47	51
47	52
47	59
47	64
47	70
47	84
48	89
48	180
48	187
48	188
48	190
48	191
48	195
49	71
49	140
49	152
49	169
49	181
49	194
49	198
50	15
50	75
50	79
50	120
50	130
50	133
50	143
51	16
51	47
51	52
51	63
51	64
51	70
51	84
52	2
52	47
52	51
52	59
52	64
52	70
52	84
53	123
53	151
53	153
53	170
53	174
53	179
53	192
53	196
54	60
54	116
54	140
54	150
54	159
54	181
54	194
54	198
55	92
55	94
55	151
55	165
55	179
55	192
55	196
55	197
56	17
56	78
56	145
56	188
56	190
56	191
56	193
56	195
57	1
57	3
57	107
57	109
57	127
57	166
57	168
57	171
58	81
58	83
58	86
58	100
58	124
58	126
58	129
58	135
59	2
59	16
59	35
59	47
59	52
59	63
59	64
59	70
60	54
60	108
60	150
60	152
60	159
60	181
60	194
60	198
61	46
61	114
61	139
61	147
61	172
61	177
61	186
62	102
62	115
62	125
62	134
62	141
62	144
62	156
62	160
63	2
63	16
63	35
63	51
63	59
63	64
63	70
63	84
64	2
64	16
64	35
64	47
64	51
64	52
64	59
64	63
65	18
65	24
65	66
65	72
65	80
65	91
65	97
65	98
66	9
66	24
66	65
66	72
66	80
66	91
66	97
66	98
67	82
67	104
67	107
67	109
67	127
67	166
67	168
67	171
68	95
68	117
68	125
68	134
68	144
68	156
68	160
68	175
69	23
69	38
69	45
69	79
69	120
69	130
69	133
69	143
70	2
70	35
70	47
70	51
70	52
70	59
70	63
70	84
71	49
71	108
71	116
71	152
71	169
71	181
71	194
71	198
72	9
72	18
72	65
72	66
72	80
72	91
72	97
72	98
73	11
73	26
73	30
73	41
73	93
73	101
73	119
73	121
74	140
74	150
74	152
74	159
74	169
74	181
74	194
74	198
75	15
75	23
75	38
75	50
75	120
75	130
75	133
75	143
76	88
76	118
76	136
76	158
76	178
76	189
76	199
76	200
77	106
77	145
77	149
77	180
77	187
77	188
77	190
77	193
78	56
78	180
78	187
78	188
78	190
78	191
78	193
78	195
79	15
79	45
79	50
79	69
79	120
79	130
79	133
79	143
80	9
80	24
80	65
80	66
80	72
80	91
80	97
80	98
81	44
81	58
81	86
81	100
81	124
81	126
81	129
81	135
82	1
82	10
82	67
82	96
82	109
82	166
82	168
82	171
83	12
83	36
83	58
83	100
83	124
83	126
83	129
83	135
84	2
84	16
84	35
84	47
84	51
84	52
84	63
84	70
85	5
85	11
85	26
85	41
85	93
85	101
85	119
85	121
86	44
86	58
86	81
86	100
86	124
86	126
86	129
86	135
87	99
87	142
87	146
