1	23
1	31
1	35
1	43
1	44
1	66
1	69
1	84
1	91
1	94
1	96
1	106
1	108
1	119
1	126
1	127
2	7
2	14
2	26
2	32
2	43
2	56
2	60
2	64
2	66
2	79
2	83
2	98
2	102
2	105
2	106
2	109
3	5
3	11
3	17
3	24
3	30
3	35
3	36
3	67
3	73
3	75
3	84
3	92
3	105
3	113
3	117
3	119
4	8
4	13
4	15
4	21
4	26
4	27
4	52
4	56
4	58
4	76
4	85
4	90
4	93
4	95
4	104
4	113
5	3
5	10
5	13
5	22
5	34
5	36
5	80
5	83
5	84
5	94
5	98
5	107
5	109
5	116
5	120
5	123
6	8
6	11
6	14
6	15
6	40
6	42
6	59
6	66
6	71
6	92
6	102
6	113
6	117
6	118
6	124
6	128
7	2
7	13
7	20
7	26
7	33
7	46
7	51
7	55
7	66
7	73
7	79
7	89
7	101
7	106
7	108
7	109
8	4
8	6
8	25
8	30
8	33
8	41
8	42
8	47
8	65
8	66
8	81
8	88
8	93
8	100
8	113
8	126
9	10
9	12
9	30
9	43
9	63
9	68
9	72
9	86
9	91
9	92
9	94
9	98
9	101
9	107
9	109
9	110
10	5
10	9
10	11
10	13
10	19
10	22
10	25
10	39
10	56
10	68
10	77
10	80
10	85
10	112
10	123
10	127
11	3
11	6
11	10
11	12
11	30
11	39
11	41
11	45
11	50
11	58
11	74
11	78
11	80
11	115
11	117
11	124
12	9
12	11
12	21
12	23
12	41
12	49
12	53
12	71
12	81
12	91
12	101
12	103
12	118
12	122
12	123
12	125
13	4
13	5
13	7
13	10
13	30
13	42
13	46
13	55
13	60
13	68
13	71
13	88
13	95
13	97
13	98
13	112
14	2
14	6
14	18
14	37
14	38
14	59
14	67
14	70
14	74
14	75
14	80
14	96
14	99
14	104
14	118
14	127
15	4
15	6
15	20
15	25
15	26
15	28
15	30
15	32
15	33
15	44
15	45
15	55
15	69
15	78
15	97
15	105
16	19
16	21
16	29
16	30
16	31
16	33
16	41
16	44
16	60
16	65
16	75
16	79
16	95
16	97
16	110
16	112
17	3
17	18
17	20
17	40
17	42
17	45
17	51
17	70
17	72
17	81
17	87
17	92
17	102
17	107
17	115
17	118
18	14
18	17
18	33
18	43
18	46
18	48
18	49
18	54
18	73
18	80
18	96
18	100
18	108
18	114
18	115
18	123
19	10
19	16
19	28
19	31
19	32
19	37
19	40
19	42
19	58
19	79
19	84
19	95
19	105
19	109
19	110
19	128
20	7
