1	10 
2	1 
3	4 
4	4 
5	10 
6	5 
7	3 
8	8 
9	2 
10	9 
11	4 
12	10 
13	7 
14	9 
15	4 
16	9 
17	2 
18	4 
19	7 
20	2 
21	5 
22	3 
23	2 
24	3 
25	6 
26	4 
27	4 
28	8 
29	9 
30	7 
31	5 
32	6 
33	10 
34	2 
35	10 
36	3 
37	7 
38	7 
39	10 
40	6 
41	5 
42	8 
43	4 
44	4 
45	3 
46	4 
47	6 
48	8 
49	8 
50	10 
51	10 
52	9 
53	2 
54	2 
55	4 
56	2 
57	9 
58	4 
59	9 
60	7 
61	8 
62	6 
63	4 
64	5 
65	8 
66	7 
67	10 
68	1 
69	5 
70	4 
71	8 
72	2 
73	10 
74	6 
75	8 
76	6 
77	4 
78	7 
79	2 
80	9 
81	2 
82	10 
83	3 
84	7 
85	3 
86	8 
87	6 
88	8 
89	10 
90	6 
91	8 
92	1 
93	8 
94	2 
95	6 
96	6 
97	8 
98	4 
99	5 
100	10 
101	1 
102	7 
103	5 
104	4 
105	9 
106	1 
107	8 
108	7 
109	2 
110	4 
111	7 
112	9 
113	8 
114	1 
115	9 
116	1 
117	6 
118	8 
119	7 
120	7 
121	6 
122	3 
123	1 
124	5 
125	2 
126	7 
127	9 
128	6 
129	7 
130	2 
131	7 
132	7 
133	10 
134	8 
135	9 
136	4 
137	1 
138	4 
139	1 
140	9 
141	10 
142	9 
143	10 
144	5 
145	9 
146	6 
147	6 
148	3 
149	1 
150	10 
151	5 
152	5 
153	4 
154	6 
155	10 
156	2 
157	9 
158	3 
159	8 
160	6 
161	7 
162	10 
163	8 
164	4 
165	2 
166	4 
167	10 
168	8 
169	2 
170	10 
171	9 
172	2 
173	9 
174	7 
175	5 
176	9 
177	5 
178	5 
179	7 
180	5 
181	9 
182	10 
183	7 
184	3 
185	9 
186	10 
187	1 
188	1 
189	3 
190	6 
191	6 
192	10 
193	1 
194	7 
195	3 
196	10 
197	9 
198	10 
199	6 
200	5 
201	7 
202	2 
203	3 
204	1 
205	9 
206	10 
207	8 
208	9 
209	3 
210	4 
211	6 
212	4 
213	7 
214	9 
215	4 
216	3 
217	7 
218	3 
219	1 
220	7 
221	3 
222	6 
223	5 
224	2 
225	2 
226	7 
227	3 
228	2 
229	10 
230	1 
231	7 
232	4 
233	9 
234	9 
235	7 
236	3 
237	9 
238	3 
239	6 
240	1 
241	5 
242	2 
243	1 
244	10 
245	3 
246	7 
247	3 
248	7 
249	5 
250	8 
251	4 
252	9 
253	5 
254	8 
255	6 
256	6 
257	7 
258	5 
259	8 
260	4 
261	10 
262	2 
263	7 
264	10 
265	4 
266	9 
267	8 
268	4 
269	1 
270	7 
271	10 
272	1 
273	3 
274	10 
275	8 
276	4 
277	7 
278	1 
279	8 
280	9 
281	8 
282	6 
283	4 
284	8 
285	10 
286	10 
287	9 
288	1 
289	8 
290	1 
291	8 
292	4 
293	8 
294	9 
295	4 
296	1 
297	3 
298	10 
299	5 
300	1 
301	2 
302	3 
303	5 
304	9 
305	10 
306	4 
307	5 
308	8 
309	8 
310	9 
311	9 
312	8 
313	10 
314	5 
315	6 
316	5 
317	3 
318	1 
319	3 
320	4 
321	7 
322	7 
323	2 
324	7 
325	1 
326	8 
327	4 
328	2 
329	6 
330	7 
331	6 
332	1 
333	10 
334	1 
335	9 
336	6 
337	6 
338	8 
339	10 
340	6 
341	1 
342	9 
343	4 
344	4 
345	1 
346	4 
347	1 
348	4 
349	10 
350	5 
351	5 
352	2 
353	5 
354	8 
355	7 
356	2 
357	2 
358	8 
359	8 
360	3 
361	6 
362	3 
363	1 
364	7 
365	6 
366	5 
367	2 
368	3 
369	2 
370	3 
371	4 
372	5 
373	10 
374	3 
375	3 
376	3 
377	8 
