degree distribution (probability density function of the degree in logarithmic bins) 
14.9824	0.117972
16	0.0961482
17	0.0863126
18	0.0692637
19.502	0.110589
21	0.0400549
22.4743	0.0785145
24.463	0.0555086
26	0.0248922
27.4618	0.0384189

degree distribution (degree-occurrences) 
14	0.00219987
15	0.122564
16	0.109365
17	0.105594
18	0.0911376
19	0.0779384
20	0.0785669
21	0.0609679
22	0.0675676
23	0.0609679
24	0.0524827
25	0.0452546
26	0.0471402
27	0.0424261
28	0.0355123
29	0.000314268

14	0.00219987
15	0.122564
16	0.109365
17	0.105594
18	0.0911376
19	0.0779384
20	0.0785669
21	0.0609679
22	0.0675676
23	0.0609679
24	0.0524827
0	0
